EmployeeID,EmployeeName,Gender,Age,Department,JobTitle,EducationLevel,City,Salary,ExperienceYears,PerformanceScore,LeavesTaken,ProjectsHandled,JoiningDate,Status,Attrition,WorkMode,Unnamed: 0
23051,Employee_1066,Female,30,Finance,Senior Analyst,High School,Ahmedabad,₹42141.93,8,4,10,7,2023/04/09,Terminated,no,HYBRID,3051
23052,Em#loyee_525,Male,21,Product,SENIOR ENGINEER,High School,Mumbai,,26,5,26,4,TBD,Resigned,yes,On-site,3052
23053,Employee_279,Male,23,Product,Intern,High School,No@da,₹31430.33,4,4,30,4008,25-05-2018,Resigned,Yes,Hybrid,3053
23054,Employee_805,Male,59,legal,Intern,,Gurgaon,₹84365.51,,3,1,22,12/02/2021,Terminated,No,Remote,3054
23055,Employee_197,Male,31,,Analyst,PhD,Hyderabad,₹68350.01,12,6,28,24,29-04-2016,Resigned,No,Hybrid,3055
23056,Employee_1162,Female,45,Sales,Senior Manager,bachelor,Bangalore,125701.14,21,3,3,9,25-04-2016,resigned,No,On-site,3056
23057,Employee_1398, Female ,49,Operations,Executive,phd,Gu@gaon,90302.42,14,4,27,15,22/05/2017,Terminated,,Hybrid,3057
23058,Employee_441,Male,38,Engineering,Engineer,Master,Ba#galore,154761.33,21,5,,3,12-01-2015,ON LEAVE,No,Remote,3058
23059,Employee_968,Female,56,HR,Engineer,Bachelor,Bangalore,₹20571.24,1,7,11,15,09/12/2022,On Leave,no,Hybrid,3059
23060,Employee_1098,male,47,ENGINEERING,analyst,Master,Mumbai,₹168708.20,23,3,4,22,,RESIGNED,no,on-site,3060
23061,Employee_1147,Male,23,Product,director,High School,Ahmedabad,₹63655.84,8,2,0,14,22-03-2016,Terminated,Yes,remote,3061
23062,Employee_603,Male,46,Marketing,Analyst,Master,Pune,₹33748.77,6,9,27,10,03-05-2024,Resigned,Yes, Hybrid ,3062
23063,Employee_138,Male,29,Legal,Executive,High School,Mumbai,₹196790.90,22,1,16,8,17-04-2020,resigned,yes,Remote,3063
23064,Employee_643,Female,52,Product,Executive,Master,,₹14163.37,1,10,8,14,08/10/2020,Active,Yes,Remote,3064
23065,Employee_373,Female,30,Sales,Engineer,HIGH SCHOOL,Bangalore,₹70717.00,11,3,10,7,2022/12/16, On Leave ,,Hybrid,3065
23066,Employee_763,female,36,FINANCE,director,Master,Noida,₹100560.43,16,4,17,10,2021/12/22,Active,Yes,Remote,3066
23067,Employee_875,male,32,HR,manager,Bachelor,Delhi,₹207049.76,33,1,19,1,06-09-2015,Active,Yes,ON-SITE,3067
23068,Employee_1105,Female,60,Sales,Director,high school,Noida,₹92392.30,14,3,7,5,15-10-2019,Terminated,no,on-site,3068
23069,Employee_756,Female,37,Finance,,master,Delhi,₹137973.53,19,5,16,20,2020/10/19,On Leave,No,On-site,3069
23070,Employee_1408, Female ,48,Engineering,MANAGER,Bachelor,Chennai,₹112498.01,18,4,1755,1452,2020-12-14,Resigned,No,Hybrid,3070
23071,Employee_958,MALE,21,Legal,vp,bachelor,Kolkata,₹223601.31,28,5,9,9,17/04/2018,Resigned,Yes,Hybrid,3071
23072,Employee_1057,Female,48,Engineering,Senior Engineer,PhD,Bangalore,₹136695.95,23,8,12,,2020/01/24,Terminated,No,Hybrid,3072
23073,Employee_1337,Female,61,Finance,VP,BACHELOR,Delhi,₹143170.27,31,7,10,8,2019/09/20,Active,Yes,,3073
23074,Employee_375,Male,28,Operations,Manager,Master,Kolkata,₹122003.40,18,10,18,0,2017/02/01,On Leave,No,Hybrid,3074
23075,Employee_906,Female,42,Marketing,analyst,PhD,Pune,₹93788.12,17,6,15,3,2015-10-04,On Leave,no,Remote,3075
23076,Employee_227,Female,51,Marketing,VP,High School,Mumbai,₹252584.34,34,5,26,,2019/02/14,Terminated,yes,Remote,3076
23077,Employee_884,male,21,Engineering,engineer,Bachelor,Hyderabad,207585.46,30,5,1680,10,06/10/2015,Terminated,No,ON-SITE,3077
23078,Employee_279,female,61,HR,senior engineer,phd,Bangalore,,25,7,11,1,24/11/2021,Active,Yes,On-site,3078
23079,Employee_1455,FEMALE,50,Engineering,Senior Engineer,master,Pune,₹55752.97,5,7,4,25,2015-07-13,Active,No,On-site,3079
23080,Employee_590,Male,29,Legal,Executive,master,Mu@bai,₹98301.51,20,1,30,20,2022-06-12,Resigned,Yes,ON-SITE,3080
23081,Em#loyee_1049,Male,57,Legal,Engineer,PhD,Delhi,₹127102.57,27,,-15,14,2021/10/23,On Leave,Yes,On-site,3081
23082,Employee_1273,Female,56,Marketing,MANAGER,Bachelor,Chennai,₹169429.32,,5,25,0,12-01-2021,active,Yes,remote,3082
23083,Employee_635,Female,61,HR,executive,BACHELOR,Bangalore,₹121784.73,14,8,19,16,2016/12/20,Resigned,NO,HYBRID,3083
23084,Employee_1236,Male,29,Marketing,Executive,Bachelor,Ahmedabad,₹212383.85,31,8,13,13,2020-07-06,Active,No,On-site,3084
23085,Employee_1047,female,50,Marketing,INTERN,phd,Mumbai,₹71552.41,22,10,8,23,2021-03-03,Terminated,yes, Hybrid ,3085
23086,,Female,49,Legal,Senior Engineer,high school,Kolkata,₹195484.24,33,6,10,24,22/04/2017,Terminated,NO,HYBRID,3086
23087,  Employee_35  ,Male,23,,Senior Engineer,High School,Ahmedabad,₹104956.71,21,10,7,,not-a-date,On Leave,Yes,Remote,3087
23088,Employee_71,Male,27,Operations,Director,High School,Chennai,₹80921.14,25,10,18,11,2022/11/01, Resigned ,Yes,Remote,3088
23089,Employee_68, Female ,51, Marketing ,SENIOR ENGINEER,PhD,Noida,₹106196.23,13,5,4,16,2019/06/13,Terminated,No,ON-SITE,3089
23090,Employee_416,Male,38,Sales,VP,master,Hyderabad,₹76949.55,24,2,1,5,2015-03-23,Resigned,yes,Hybrid,3090
23091,Employee_1306,Female,50,Legal,senior manager,PhD,Kolkata,₹45033.95,10,1,10,20,2024-12-23, Active ,No,Remote,3091
23092,Employee_1368,Male,57,OPERATIONS,Intern,PhD,,₹86714.50,11,,18,0,2022-01-24,Active,No,On-site,3092
23093,,Female,39,legal,Director,Master,De#hi,₹47983.71,9,8,10,11,19/12/2017,Active,Yes,Hybrid,3093
23094,Employee_1373,Female,,Engineering,Senior Analyst,PhD,  Noida  ,80356.74,21,6,18,8,2017-01-30,Resigned,Yes,HYBRID,3094
23095,Employee_841,Male,29, Finance ,Senior Engineer,Master,Kolkata,₹128617.94,16,1,17,11,30/10/2021,Resigned,,On-site,3095
23096,Employee_409,female,2200,MARKETING,Engineer,PhD,Ahmedabad,₹57904.05,18,1,14,4,17/07/2015,Active,No,Remote,3096
23097,Employee_581,Male,,hr,Director,PhD,Delhi,₹72232.95,8,9,24,10,2019/07/31,Terminated,No,Hybrid,3097
23098,,Male,39,marketing,Senior Analyst, High School ,Ahmedabad,67691.31,21,5,14,16,04-03-2017,Terminated,No,Hybrid,3098
23099,Employee_106,Female,42,LEGAL,Engineer,Master,Ahmedabad,₹84116.65,12,8,,,19-01-2022,Active,yes,On-site,3099
23100,Employee_64,Male,48,,Senior Manager,,Ahmedabad,,1,10,9,8,2017-06-11,Active,Yes,Hybrid,3100
23101,Employee_77,Female,31,Legal,Engineer,Bachelor,Gu#gaon,₹86078.18,15,4,19,21,TBD,On Leave,No,On-site,3101
23102,Employee_1253,,54,Product,Intern,PhD,Chennai,₹34174.22,5,9,6,21,2020/02/14,Resigned,No,Hybrid,3102
23103,Employee_531,Female,24,Operations, Senior Analyst ,PhD,Bangalore,₹14612.39,1,9,10,8,2015/10/04,Terminated,No,On-site,3103
23104,Employee_1090,Male,61,HR,Senior Engineer,,Ahmedabad,₹123717.05,20,7,7,19,2021-02-24,On Leave,Yes,Remote,3104
23105,Employee_669,Female,24,Legal,Senior Manager,PhD,Ahmedabad,₹106489.72,,258,22,6,2023-03-07,Active,No,On-site,3105
23106,Employee_3,,30,,Senior Manager,High School,Kolkata,₹70879.78,7,,15,24,2022/08/03,On Leave,no,REMOTE,3106
23107,Employee_454,Female,23,Engineering,Director,Bachelor,Noida,₹211402.99,30,10,30,16,2021-10-14,ACTIVE,No,hybrid,3107
23108,Employee_520,Male,61,Operations,ENGINEER,High School,Noida,₹119643.34,19,5,332,16,23/11/2022,Active,No,On-site,3108
23109,Employee_802,Female,27,Sales,Engineer,Master,Gurgaon,₹191464.10,35,7,18,18,04/04/2020,Active,no,On-site,3109
23110,Employee_72,Female,45,Sales,director,Bachelor,Kolkata,₹29445.35,2,5,8,22,12-09-2024,Active,No,On-site,3110
23111,Employee_919,male,3800,Operations,Executive,high school,Chennai,₹86585.73,22,9,0,2,2018/03/18,on leave,Yes,Hybrid,3111
23112,Employee_1120,female,34,Marketing,Senior Analyst,Bachelor,Kolkata,₹47014.55,4,9,9,9,2021-03-26,On Leave, Yes ,On-site,3112
23113,Employee_8,Male,30,ENGINEERING,vp,Bachelor,Hyderabad,₹147551.81,29,4,13,3,07-09-2021,On Leave,No,On-site,3113
23114,Employee_1419,Female,24,Sales, Director ,High School,Chennai,₹24871.47,3,,13,18,2015/06/26,On Leave,no,Hybrid,3114
23115,Em#loyee_761,Female,33,hr,Manager,Bachelor,Pune,₹163092.26,18,1,16,13,21/01/2018,terminated,Yes,Hybrid,3115
23116,Employee_788,Male,27,Marketing,VP,Master,Mumbai,₹191362.79,22,1,27,1,2016/02/25,, No ,Hybrid,3116
23117,Employee_662,,31,Operations,senior engineer,,Noida,20978.74,4,4,23,10,2018-07-05,Resigned,no,,3117
23118,,Female,32,Product,Manager,High School,Pune,₹119273.87,27,3,4,16,2024-02-22,Active,No,ON-SITE,3118
23119,Employee_492,Female,33,,VP,Bachelor,Mumbai,₹17310.86,1,7,20,0,2020/11/13,On Leave,Yes,Remote,3119
23120,Employee_1198,Male,47,Legal,VP,Bachelor,Gurgaon,₹27836.79,2,2,3,5,2016-05-25,Resigned,No,Hybrid,3120
23121,Employee_1230,FEMALE,58,Marketing,INTERN,,Delhi,₹126207.61,30,6,,3111,2017-05-29,Active,Yes,Remote,3121
23122,Employee_59,Male,58,Product,Senior Engineer,MASTER,Pune,₹54317.43,5,5,16,15,2024/08/16,On Leave,No, On-site ,3122
23123,Employee_128,Male,29,Marketing,director,High School,Ahmedabad,₹166316.99,34,2,23,9,30/03/2018,On Leave,Yes,On-site,3123
23124,Employee_1042,Male,50,,Analyst,High School,Mumbai,₹110391.37,33,3,6,2,TBD,Terminated,No,Remote,3124
23125,,Male,23,Engineering,Senior Engineer,High School,Chennai,85606.97,29,8,11,13,2018/12/28,Terminated,No,On-site,3125
23126,Employee_1024,Male,29,HR,Senior Analyst,PhD,Kolkata,58259.35,13,8,22,14,01-11-2015,Active,No,remote,3126
23127,Employee_25,Female,22,Sales,Intern,Master,Delhi,₹140580.90,27,4,18,24,2017-01-28,Resigned,Yes,remote,3127
23128,Employee_228,Female,49,Legal,Senior Analyst,High School,Delhi,₹18544.05,1,10,13,19,2016-01-24,Terminated, Yes ,On-site,3128
23129,Employee_418,Male,22,HR,Director,High School,Pune,₹153144.69,20,7,8,,2017/06/22,On Leave,Yes,,3129
23130,Employee_146,Male,52,Operations,Manager,Bachelor,Delhi,₹39640.72,6,4,11,12,20-09-2015,,,Hybrid,3130
23131,Employee_1489,Male,40,Sales,Engineer,Master,Chennai,₹87946.58,17,5,14,2,28/03/2018,Resigned,Yes,HYBRID,3131
23132,  Employee_999  ,Male,49,Product,Analyst,PhD,Hyderabad,₹63596.51,17,6,7,8,10/10/2020,RESIGNED,Yes, On-site ,3132
23133,Employee_341,Male,27,Sales,Senior Engineer,Bachelor,Noida,₹56396.74,12,7,23,19,28/07/2018,Terminated,Yes,,3133
23134,Employee_1157,Female,38,Marketing,Analyst,Master,  Hyderabad  ,176419.27,28,5,27,-9,09-12-2015,Active,Yes,Hybrid,3134
23135,Employee_106,Male,30,HR,Senior Manager,Master,Kolkata,₹54560.47,10,3,20,10,25/08/2021,Terminated, Yes ,hybrid,3135
23136,Employee_169,MALE,28,,Senior Manager,PhD,Gurgaon,₹162270.89,19,5,2,10,2021-05-25,,NO,Hybrid,3136
23137,Employee_444,Female,45,Product,Intern,High School,Chennai,₹121728.61,22,3,25,11,23/12/2019,Terminated,, On-site ,3137
23138,Employee_742,Female,33,MARKETING,Intern,Bachelor,  Ahmedabad  ,₹150832.76,22,9,24,21,2021/12/25,On Leave,Yes,Hybrid,3138
23139,Employee_896,Male,35,Sales,Intern,PhD,Mumbai,₹186739.17,22,9,29,1,2022-09-06,,Yes, Hybrid ,3139
23140,Employee_1325,Female,28, Engineering , Manager ,high school,Mumbai,₹60262.06,13,10,22,23,16/11/2024,,no,On-site,3140
23141,Employee_316,MALE,31,Marketing,Executive,MASTER,Delhi,,12,7,0,14,10-06-2017,ON LEAVE,No,Hybrid,3141
23142,Employee_1431,FEMALE,56,SALES,Senior Analyst,High School,Bangalore,₹58591.09,19,4,,12,2015-09-30,resigned,Yes,On-site,3142
23143,Employee_75,Female,43,HR,Director,bachelor,Bangalore,59322.28,8,3,6,7,2016-07-05,Resigned,No,HYBRID,3143
23144,Employee_192,Female,48,sales,Senior Analyst,PhD,Pune,₹77868.64,18,3,-22,7,,On Leave,Yes,Hybrid,3144
23145,Employee_1218,Male,27,Marketing,Intern,Master,Chennai,₹131317.92,18,1,10,7,2018/07/28,Resigned,No, Hybrid ,3145
23146,Employee_669,Male,32,Operations,Manager,Master,Chennai,₹161074.95,25,3,2,22,2018-01-15,,,Remote,3146
23147,Employee_802,Male,49,Finance,Executive,High School,Noida,135722.38,34,1,3416,22,30/12/2020,active,Yes,Remote,3147
23148,Employee_440,Male,40,Marketing,,Bachelor,Pune,₹260863.74,33,3,14,4,2099-12-31,ON LEAVE,No,Hybrid,3148
23149,  Employee_1384  ,Female,51,HR,Intern,,Pune,₹151803.82,24,3,,2,N/A,On Leave,No,On-site,3149
23150,, Male ,53,Finance,Executive,High School,Kolkata,₹150950.23,18,4,30,17,09-08-2016,,Yes,Remote,3150
23151,Employee_1286,female,27,Operations,Engineer,bachelor,Gurgaon,,34,2,1,13,2024/02/04,Active,No,Remote,3151
23152,Employee_268,Male,62,,Analyst,MASTER,Chennai,₹248591.64,35,1,,1,14-04-2020,Terminated,No,Remote,3152
23153,Employee_181,MALE,52,Legal,senior manager,PhD,Delhi,₹20970.74,2,8,-18,3,01-01-2016,Resigned,No,Remote,3153
23154,Employee_319,Female,36,Product,Executive,Bachelor,Noida,₹52244.49,6,8,2660,19,21/11/2016,On Leave,No,remote,3154
23155,Employee_347,Male,47,Product,Senior Analyst,High School,Bangalore,₹17623.47,1,2,14,,14-07-2023,Resigned,yes,Hybrid,3155
23156,Employee_842,FEMALE,54,hr,Senior Engineer,High School,Mumbai,₹43518.36,6,6,22,10,16/01/2016,On Leave,,Remote,3156
23157,  Employee_75  ,Female,44,Operations,Engineer,Bachelor,Pune,₹164426.26,19,,12,5,2017/03/31,RESIGNED,Yes,Remote,3157
23158,Em@loyee_1172,Female,59,Engineering,VP,Bachelor,  Pune  ,₹82789.48,27,9,30,7,02-04-2022,Terminated,NO,Hybrid,3158
23159,Employee_552,Female,34,Legal,Manager,PhD,Bangalore,₹66859.16,12,10,11,1,07-07-2016,Resigned,No,ON-SITE,3159
23160,Employee_1153,Female,28,HR,Manager,Bachelor,Noida,₹27095.62,1,7,24,15,06-09-2021,On Leave,No,,3160
23161,Employee_704,Female,53,Finance,Director,Master,Hyderabad,103936.49,30,7,16,8,02-07-2024,Active,Yes,On-site,3161
23162,Employee_564,Male,5439,Marketing,VP,bachelor,Gurgaon,₹72052.78,18,9,2,,23-05-2024,Resigned,Yes,Remote,3162
23163,Employee_1470,Male,59,Operations,Engineer,Master,Delhi,₹68309.12,16,4,28,9,2015-04-27, On Leave ,No,on-site,3163
23164,Employee_611,Male,52,HR,VP,PhD,Ahmedabad,₹80147.47,17,1,8,5,13/03/2017,Terminated,No,On-site,3164
23165,Employee_88, Female ,34,Product,executive,High School,Noida,₹104622.37,32,7,9,7,03/11/2022,Terminated,Yes,On-site,3165
23166,Employee_83,Male,44,Legal,Senior Analyst, High School ,Bangalore,₹38468.90,7,9,19,7,2015/02/01,resigned, No ,On-site,3166
23167,Employee_297,Male,56,Marketing,Senior Manager,HIGH SCHOOL,Noida,₹124016.79,32,10,,2,2016/06/05,Terminated,Yes,On-site,3167
23168,Employee_395,FEMALE,42,OPERATIONS,Executive,Master,Ahmedabad,₹22803.39,3,10,20,19,29-07-2021,Resigned,no,Remote,3168
23169,Employee_942,,58,Engineering,,High School,Bangalore,₹165670.40,24,9,30,20,2023/05/29,On Leave,no,Remote,3169
23170,Employee_56,Female,23, Product ,Executive,Master,Noida,₹68838.28,18,7,25,17,2017/09/17,Terminated,No,on-site,3170
23171,Employee_1031,Male,48,HR, Analyst ,High School,Delhi,₹171215.80,33,5,27,1,2024-01-12,Active,yes,on-site,3171
23172,Employee_1058,Female,55,legal,Senior Manager,Bachelor,Noida,₹174710.27,22,5,9,16,2023-04-21,Resigned,yes,On-site,3172
23173,Employee_95,Male,37,product,Senior Analyst,Master,Delhi,₹136902.91,28,5,24,2,02-10-2023,active,No,Hybrid,3173
23174,Employee_1246,Male,21,Product,Senior Analyst,Master,Gurgaon,,32,7,12,18,2016-12-05, Active ,YES,Remote,3174
23175,Employee_1144, Male ,53,Finance,Senior Engineer,PhD,Gurgaon,,11,2,27,25,11/04/2024,Resigned,No,on-site,3175
23176,Employee_320,Male,23,Product,Analyst,PhD,Kolkata,₹61313.13,7,10,,17,07/08/2023,On Leave,no,Hybrid,3176
23177,Employee_601, Female ,44,,Director,High School,Delhi,,8,2,13,21,2099-12-31,On Leave,YES,Hybrid,3177
23178,Em@loyee_931,Male,28,HR,Analyst,PhD,Delhi,₹24804.18,-5,784,4,612,07-03-2015,On Leave,No,Hybrid,3178
23179,Employee_127,Female,39,Sales,director,phd,Ahmedabad,₹184911.82,34,10,28,23,2018-01-05,On Leave,NO,ON-SITE,3179
23180,Employee_442,Male,28,Product,Analyst,Master,Gurgaon,₹120835.63,32,1,26,15,17/12/2021,On Leave,No,Hybrid,3180
23181,Employee_514,MALE,54,Product,Executive,PhD,Delhi,₹126789.51,19,10,8,9,2019/08/20,Terminated,No,on-site,3181
23182,Employee_1205,Male,61,hr,Manager,phd,Mumbai,146469.27,33,4,8,24,24-08-2018,Active,no,On-site,3182
23183,Employee_1146,,40,Engineering,Senior Analyst,High School,  Delhi  ,₹91115.48,18,2,26,2,14-12-2023,Terminated,no, Remote ,3183
23184,Employee_906,Female,22, Operations ,Senior Manager,Master,Bangalore,₹244357.97,,4,26,6,23/02/2015,Active,,Hybrid,3184
23185,Employee_1080,Male,24, Sales ,Analyst,PhD,Gurgaon,,33,5,13,16,14/07/2019,Resigned, No ,On-site,3185
23186,, Female ,55,Finance,Intern,bachelor,Noida,,6,8,25,14,2015-04-10,On Leave,No,Remote,3186
23187,Employee_356,Male,-47, Product ,Senior Analyst,PhD,Mumbai,₹89080.67,22,1,19,1,29-04-2020,Resigned,Yes,Hybrid,3187
23188,Employee_1293,MALE,48, Marketing ,Senior Analyst,phd,Noida,₹87451.15,17,2,29,16,27-04-2020,active,no,Remote,3188
23189,Employee_926,male,25,Operations,Senior Engineer,high school,Noida,₹44986.43,8,2,10,15,2016-10-08, Terminated ,Yes,Remote,3189
23190,Employee_235,Female,42,Engineering,Senior Manager, PhD ,,₹170096.46,21,6,-18,22,28-06-2021,ACTIVE,No,On-site,3190
23191,Employee_139,Male,25,marketing, Senior Engineer , PhD ,Noida,₹196405.78,26,7,4,1,2021-01-20,On Leave,No, On-site ,3191
23192,Employee_1066,Male,59,Engineering,Manager,Master,Bangalore,₹114319.72,22,1,3,4,27/03/2022,Resigned,No,On-site,3192
23193,Employee_1107,Male,21,Sales,VP,high school,Hyderabad,34325.91,6,9,5,25,2020/09/29,Active,Yes,On-site,3193
23194,Employee_462,Male,37,Legal,Engineer,Master,,53725.73,14,5,20,15,13/04/2022,Resigned,Yes,Hybrid,3194
23195,Employee_594,Female,49,Finance,Senior Analyst,Bachelor,Ahmedabad,₹93252.37,13,7,1,14,30/11/2024,,Yes,,3195
23196,Employee_544,Female,24,Product,Senior Manager,master,Mumbai,₹34607.35,2,5,2,1,31/10/2022,On Leave,No,HYBRID,3196
23197,Employee_671,Male,,Sales,director,Master,Gurgaon,₹32882.86,3,1,0,14,10-03-2023,Resigned,Yes,Remote,3197
23198,Employee_396,Female,34,Marketing,Senior Analyst,PhD,Hyderabad,₹189644.90,28,10,12,3,23-11-2015,Terminated,Yes,On-site,3198
23199,Employee_965,MALE,49,Sales,Engineer, High School ,Ahmedabad,₹85262.24,,10,-21,24,2099-12-31,On Leave, No ,ON-SITE,3199
23200,Employee_171,Male,28,Operations,Director,Bachelor,Hyderabad,100747.27,18,10,21,8,2020-11-08,Resigned,No,hybrid,3200
23201,Employee_86,Male,28,Engineering,Senior Engineer,High School,Mumbai,₹37132.20,4,5,19,19,2021-07-02,Active,No,Hybrid,3201
23202,Employee_1419,Female,33,Legal,Senior Engineer,Bachelor,Ahmedabad,₹25600.69,139,,6,2,2022/01/19,On Leave,No,Hybrid,3202
23203,  Employee_181  ,Female,37,HR,, Master ,Bangalore,₹84099.12,9,8,-2,20,13-12-2022,Terminated,,Hybrid,3203
23204,,Male,62,Engineering,Intern,BACHELOR,Kolkata,,18,5,5,2,31-05-2019,Resigned,No,Hybrid,3204
23205,Employee_371,Female,52,Engineering, Executive ,Master,Noida,₹99846.06,15,5,,1,N/A,Resigned,Yes, Remote ,3205
23206,  Employee_1404  ,MALE,44,sales,manager,High School,  Kolkata  ,₹53776.07,10,7,3,16,2021-10-23,,No,On-site,3206
23207,Employee_610,Male,44,HR,director,PhD,Ahmedabad,₹125381.96,31,6,19,8,2024-02-24,on leave,Yes,On-site,3207
23208,Employee_846,Male,43,Operations, Analyst ,BACHELOR,  Chennai  ,₹169340.49,28,6,19,8,05/09/2017,TERMINATED,Yes,hybrid,3208
23209,Employee_128,,60,Finance,Senior Analyst,PhD,Chennai,₹215058.18,31,1,-18,7,2021-02-03,Resigned,Yes,On-site,3209
23210,,Female,60,Marketing,Analyst,high school,Noida,₹94255.67,9,1,19,19,16-09-2017,On Leave,No,On-site,3210
23211,Em#loyee_772,Male,58,Product,engineer,Master,Bangalore,₹98410.15,24,3,7,14,2017/07/26,active,no,hybrid,3211
23212,Employee_1412,Female,62,Finance,director,PhD,,₹57541.84,7,9,19,17,17/12/2017,ACTIVE,Yes,Hybrid,3212
23213,Employee_761,,45,Marketing,Senior Analyst,PhD,Delhi,₹173414.78,27,8,24,11,2018/05/27,ON LEAVE,No,Hybrid,3213
23214,Employee_1094,Male,31,HR,Analyst,Bachelor,Hyderabad,₹36042.02,4,6,7,10,03/01/2018,On Leave,Yes,on-site,3214
23215,Employee_1263,female,40,HR,SENIOR MANAGER,PHD,Noida,,1,8,22,2,08/03/2018,On Leave,Yes,Hybrid,3215
23216,Employee_1169,Female,41,Sales,,High School,Pune,₹28769.40,3,6,24,22,2024-06-10,ON LEAVE,no,On-site,3216
23217,Employee_1260,,30,,Executive,MASTER,Bangalore,₹76590.90,14,7,12,11,08/03/2016,TERMINATED,No,Remote,3217
23218,Employee_114,female,36,,VP,,Pune,₹187069.47,31,,12,1,05/06/2018,on leave,yes,remote,3218
23219,Employee_1165,Male,46,Finance,Senior Engineer,Master,Mumbai,₹94380.71,10,1,6,14,13/04/2019,ACTIVE,NO,HYBRID,3219
23220,,Male,30,HR,Senior Engineer,bachelor,Kolkata,₹129895.61,19,1,9,2,2021/07/09,,No,,3220
23221,Employee_400,Female,59,Operations,SENIOR MANAGER,Master,,₹43635.11,7,8,13,5,2099-12-31, Active , No ,Remote,3221
23222,Employee_603,,25,Sales,Senior Manager,Master,Noida,₹29873.49,2,8,22,12,TBD,,No,Hybrid,3222
23223,Employee_1500,Male,25,,analyst,PhD,Hyderabad,₹127191.11,25,,13,22,09-12-2021,On Leave,,On-site,3223
23224,Employee_848,male,56,Product,Senior Analyst,phd,Chennai,₹90017.83,,5,14,6,2015/07/07,Terminated,Yes,hybrid,3224
23225,Employee_1281,male,39, Engineering ,Executive,Master,Noida,₹146362.88,,6,24,1155,2023-05-07,Terminated,Yes,,3225
23226,Employee_1105,Female,58,HR,analyst,High School,Gurgaon,75260.45,16,10,4,3,2017/10/29,Terminated,Yes,Remote,3226
23227,,Female,44,Finance,Director,Master,  Hyderabad  ,₹59315.95,22,8,18,-10,31-01-2023,Terminated,Yes,Remote,3227
23228,Employee_524,Male,54,MARKETING,VP,Bachelor,Noida,₹51292.70,6,9,26,,2017-06-25,Active, No ,REMOTE,3228
23229,Employee_1409,male,36,Legal,Director,Bachelor,Hyderabad,₹203044.40,,8,0,0,not-a-date,Resigned,Yes,Remote,3229
23230,Employee_1438,female,48,,Executive,High School,Hyderabad,₹28571.86,1,7,20,22,21/05/2021,On Leave,Yes,Remote,3230
23231,Employee_63, Female ,29,Product,VP,Master,Ahmedabad,₹33196.35,,8,27,13,2022/08/01,,No,Hybrid,3231
23232,,female,38,Sales,Director,High School,Bangalore,₹104443.00,22,10,26,8,2017-12-11,,No,HYBRID,3232
23233,Employee_373,FEMALE,50,Legal, Executive ,High School,Hyderabad,₹111846.76,18,5,20,8,30/07/2019,Terminated,No,On-site,3233
23234,Employee_979,Female,30,Operations,Engineer,Bachelor,Mumbai,₹37637.95,10,7,0,9,2020-03-09,On Leave,no,remote,3234
23235,Employee_1483,Female,31,FINANCE, Senior Analyst ,,Mumbai,₹61881.60,11,7,1,7,12/02/2020,Terminated,No,Remote,3235
23236,Employee_117,Female,43,sales,Engineer,PhD,Ahmedabad,₹199345.70,32,9,,7,14/07/2020,Terminated,No,On-site,3236
23237,Employee_697,Male,30,Sales,senior analyst,Bachelor,Pune,,34,3,14,9,2022-02-04,,,On-site,3237
23238,  Employee_168  ,Female,34,PRODUCT,DIRECTOR,PhD,,,26,5,10,12,not-a-date,,Yes,remote,3238
23239,Employee_1370,Female,61,Marketing,VP,PhD,Mumbai,₹107678.95,28,7,10,0,2016/04/19,active,No,Remote,3239
23240,Employee_1304,male,62,Engineering,Senior Manager,PHD,Noida,₹82668.23,30,3,6,18,2019/04/04,On Leave,No,On-site,3240
23241,Employee_1055,Male,59,Product,Engineer,High School,Kolkata,₹255241.84,31,6,23,7,2023/06/13,On Leave,Yes,ON-SITE,3241
23242,,Female,34,Finance,SENIOR ANALYST,PhD,Pune,₹144622.95,22,10,30,17,09-01-2019,on leave,No,REMOTE,3242
23243,Employee_1102,Male,28,Sales,Analyst,Bachelor,Bangalore,161610.87,6055,5,23,19,14-10-2022,On Leave,No,,3243
23244,Employee_1009,Male,44,Finance,Director,Bachelor,Chennai,₹65184.42,9,8,9,9,2023-04-01,Active,No,On-site,3244
23245,Employee_465,Male,38,PRODUCT,Engineer,PhD,Bangalore,₹90896.94,27,8,6,4,2015-02-19,Active,No,Hybrid,3245
23246,Em@loyee_438,Male,32,Finance,Senior Analyst,Master,Chennai,₹99406.41,32,5,4,8,01/02/2022,Resigned,, Remote ,3246
23247,Employee_579,Female,53,HR,Engineer,,Bangalore,145122.12,24,1,16,19,2020-06-20,Terminated,No,On-site,3247
23248,Employee_1299,Male,50,OPERATIONS,Senior Analyst, Master ,Mumbai,₹36447.61,8,1,22,20,2023-02-09,on leave,NO,On-site,3248
23249,Employee_539,Female,33,Marketing,Engineer, High School ,Ahmedabad,₹108176.75,20,6,19,23,04-12-2019, Resigned ,Yes,On-site,3249
23250,Employee_1239,Male,33,product,Senior Engineer,PhD,Mumbai,₹141976.30,2916,9,15,17,N/A,terminated,No,Remote,3250
23251,Employee_405,,54,HR,vp,Master,Noida,₹161054.67,19,1,28,21,11/03/2023,On Leave,No,On-site,3251
